model,pk,category,name,vendor,slug
category.sub_category,990,239,"Drivetrain, Transmission & Clutches",1,drivetrain-transmission-&-clutches
category.sub_category,991,239,Bearing & Seals,1,bearing-&-seals
category.sub_category,992,239,Engine Parts,1,engine-parts
category.sub_category,993,239,Brake System,1,brake-system
category.sub_category,994,239,"Belts, Hoses & Pulleys",1,belts-hoses-&-pulleys
category.sub_category,995,239,Electronics,1,electronics
category.sub_category,996,239,Fuel System,1,fuel-system
category.sub_category,997,239,Others,1,others
category.sub_category,998,240,"Test, Diagnostic & Repair Tools",1,test-diagnostic-&-repair-tools
category.sub_category,999,240,Tire Pressure Detectors,1,tire-pressure-detectors
category.sub_category,1000,240,Others,1,others
category.sub_category,1001,241,Wash & Waxes,1,wash-&-waxes
category.sub_category,1002,241,Glass Care & Water Repellents,1,glass-care-&-water-repellents
category.sub_category,1003,241,Interior Care,1,interior-care
category.sub_category,1004,241,Tire & Wheel Care,1,tire-&-wheel-care
category.sub_category,1005,241,"Polish, Coating & Sealants",1,polish-coating-&-sealants
category.sub_category,1006,241,Others,1,others
category.sub_category,1007,242,Oils,1,oils
category.sub_category,1008,242,Fuel Additives & Savers,1,fuel-additives-&-savers
category.sub_category,1009,242,Greases & Lubricants,1,greases-&-lubricants
category.sub_category,1010,242,Antifreezes & Coolants,1,antifreezes-&-coolants
category.sub_category,1011,242,Automotive Fluids,1,automotive-fluids
category.sub_category,1012,242,Others,1,others
category.sub_category,1013,247,Carpets,1,carpets
category.sub_category,1014,247,"Speedometers, Odometers & Gauges",1,speedometers-odometers-&-gauges
category.sub_category,1015,247,Covers,1,covers
category.sub_category,1016,247,"Stickers, Logos & Emblems",1,stickers-logos-&-emblems
category.sub_category,1017,247,Seats & Seat Covers,1,seats-&-seat-covers
category.sub_category,1018,247,Mirrors & Accessories,1,mirrors-&-accessories
category.sub_category,1019,247,Locks & Security,1,locks-&-security
category.sub_category,1020,247,Boxes & Cases,1,boxes-&-cases
category.sub_category,1021,247,Phone Holders,1,phone-holders
category.sub_category,1022,247,Mud Flaps & Splash Guards,1,mud-flaps-&-splash-guards
category.sub_category,1023,247,Others,1,others
category.sub_category,1024,248,Ignition & Engine Parts,1,ignition-&-engine-parts
category.sub_category,1025,248,Fuel System,1,fuel-system
category.sub_category,1026,248,Brake System,1,brake-system
category.sub_category,1027,248,"Shocks, Struts & Suspension",1,shocks-struts-&-suspension
category.sub_category,1028,248,"Drivetrain, Transmission & Clutches",1,drivetrain-transmission-&-clutches
category.sub_category,1029,248,Batteries & Accessories,1,batteries-&-accessories
category.sub_category,1030,248,Horns & Accessories,1,horns-&-accessories
category.sub_category,1031,248,Cables & Tubes,1,cables-&-tubes
category.sub_category,1032,248,Body & Frame,1,body-&-frame
category.sub_category,1033,248,Exhaust & Emissions,1,exhaust-&-emissions
category.sub_category,1034,248,"Wheels, Rims & Accessories",1,wheels-rims-&-accessories
category.sub_category,1035,248,Tires & Accessories,1,tires-&-accessories
category.sub_category,1036,248,Lighting,1,lighting
category.sub_category,1037,248,Others,1,others
category.sub_category,1038,251,Theme Parks & Attractions,1,theme-parks-&-attractions
category.sub_category,1039,251,"Events, Fairs & Conferences",1,events-fairs-&-conferences
category.sub_category,1040,251,Movies,1,movies
category.sub_category,1041,251,Concerts & Exhibitions,1,concerts-&-exhibitions
category.sub_category,1042,251,Others,1,others
category.sub_category,1043,252,Dine-in & Takeaway,1,dine-in-&-takeaway
category.sub_category,1044,252,Food Delivery,1,food-delivery
category.sub_category,1045,252,Others,1,others
category.sub_category,1046,253,Malls & Department Stores,1,malls-&-department-stores
category.sub_category,1047,253,Supermarkets,1,supermarkets
category.sub_category,1048,253,Others,1,others
category.sub_category,1049,255,Housekeeping,1,housekeeping
category.sub_category,1050,255,Delivery & Moving,1,delivery-&-moving
category.sub_category,1051,255,Insurance,1,insurance
category.sub_category,1052,255,Air-Conditioning Servicing,1,air-conditioning-servicing
category.sub_category,1053,255,Photography & Printing,1,photography-&-printing
category.sub_category,1054,255,Others,1,others
category.sub_category,1055,255,Design,1,design
category.sub_category,1056,256,Health,1,health
category.sub_category,1057,256,Dental,1,dental
category.sub_category,1058,256,Fitness,1,fitness
category.sub_category,1059,256,Hair,1,hair
category.sub_category,1060,256,Spa & Massage,1,spa-&-massage
category.sub_category,1061,256,Others,1,others
category.sub_category,1062,259,Internet & Cable TV,1,internet-&-cable-tv
category.sub_category,1063,259,Mobile Data,1,mobile-data
category.sub_category,1064,259,Mobile Top-ups & Pre-paid,1,mobile-top-ups-&-pre-paid
category.sub_category,1065,259,Others,1,others
category.sub_category,1066,260,Accommodation,1,accommodation
category.sub_category,1067,260,Hot Springs,1,hot-springs
category.sub_category,1068,260,Flights,1,flights
category.sub_category,1069,260,Trains,1,trains
category.sub_category,1070,260,Buses,1,buses
category.sub_category,1071,260,Car Rentals,1,car-rentals
category.sub_category,1072,260,Tour & Packages,1,tour-&-packages
category.sub_category,1073,260,Others,1,others
category.sub_category,1074,264,Shopnow Official,1,shopnow-official
category.sub_category,1075,264,Shopnow Paid Ads Credits,1,shopnow-paid-ads-credits
category.sub_category,1076,264,Others,1,others
category.sub_category,1077,264,Digital Products,1,digital-products
category.sub_category,1078,265,Business,1,business
category.sub_category,1079,265,Lifestyle,1,lifestyle
category.sub_category,1080,265,Teenager,1,teenager
category.sub_category,1081,265,Others,1,others
category.sub_category,1082,266,Comics & Manga,1,comics-&-manga
category.sub_category,1083,266,Children's Books,1,children's-books
category.sub_category,1084,266,"Agriculture, Forestry & Fishery",1,agriculture-forestry-&-fishery
category.sub_category,1085,266,Adult's Books,1,adult's-books
category.sub_category,1086,266,"Arts, Design & Photography",1,arts-design-&-photography
category.sub_category,1087,266,Recipes & Cooking,1,recipes-&-cooking
category.sub_category,1088,266,Business & Investment,1,business-&-investment
category.sub_category,1089,266,"Politics, Law & Social Sciences",1,politics-law-&-social-sciences
category.sub_category,1090,266,Computers & Technology,1,computers-&-technology
category.sub_category,1091,266,"Health, Fitness & Dieting",1,health-fitness-&-dieting
category.sub_category,1092,266,Travel & Tourism,1,travel-&-tourism
category.sub_category,1093,266,Language Learning & Dictionaries,1,language-learning-&-dictionaries
category.sub_category,1094,266,Hobbies,1,hobbies
category.sub_category,1095,266,LGBTQ+ Literature,1,lgbtq+-literature
category.sub_category,1096,266,Light Novels,1,light-novels
category.sub_category,1097,266,Classic Literature,1,classic-literature
category.sub_category,1098,266,Fantasy,1,fantasy
category.sub_category,1099,266,"Action, Crime & Thrillers",1,action-crime-&-thrillers
category.sub_category,1100,266,Romance,1,romance
category.sub_category,1101,266,Biography & Memoirs,1,biography-&-memoirs
category.sub_category,1102,266,Science & Maths,1,science-&-maths
category.sub_category,1103,266,Medical,1,medical
category.sub_category,1104,266,Parenting & Family,1,parenting-&-family
category.sub_category,1105,266,Psychology & Relationships,1,psychology-&-relationships
category.sub_category,1106,266,Religion & Philosophy,1,religion-&-philosophy
category.sub_category,1107,266,History & Cultures,1,history-&-cultures
category.sub_category,1108,266,"Careers, Self Help & Personal Development",1,careers-self-help-&-personal-development
category.sub_category,1109,266,Horoscopes,1,horoscopes
category.sub_category,1110,266,Education & School,1,education-&-school
category.sub_category,1111,266,Sticker & Colouring Books,1,sticker-&-colouring-books
category.sub_category,1112,266,Music,1,music
category.sub_category,1113,266,Baby & Soft Books,1,baby-&-soft-books
category.sub_category,1114,266,Audio Books,1,audio-books
category.sub_category,1115,266,Others,1,others
category.sub_category,1116,269,Desktop PC,1,desktop-pc
category.sub_category,1117,269,Mini PC,1,mini-pc
category.sub_category,1118,269,Server PC,1,server-pc
category.sub_category,1119,269,All-in-One Desktops,1,all-in-one-desktops
category.sub_category,1120,269,Others,1,others
category.sub_category,1121,271,Fans & Heatsinks,1,fans-&-heatsinks
category.sub_category,1122,271,Processors,1,processors
category.sub_category,1123,271,Motherboards,1,motherboards
category.sub_category,1124,271,Graphics Cards,1,graphics-cards
category.sub_category,1125,271,Thermal Paste,1,thermal-paste
category.sub_category,1126,271,Power Supply Units,1,power-supply-units
category.sub_category,1127,271,RAM,1,ram
category.sub_category,1128,271,UPS & Stabilizers,1,ups-&-stabilizers
category.sub_category,1129,271,PC Cases,1,pc-cases
category.sub_category,1130,271,Optical Drives,1,optical-drives
category.sub_category,1131,271,Sound Cards,1,sound-cards
category.sub_category,1132,271,Others,1,others
category.sub_category,1133,272,Hard Drives,1,hard-drives
category.sub_category,1134,272,SSD,1,ssd
category.sub_category,1135,272,Network Attached Storage (NAS),1,network-attached-storage-(nas)
category.sub_category,1136,272,Flash Drives & OTG,1,flash-drives-&-otg
category.sub_category,1137,272,Hard Disk Casings & Dockings,1,hard-disk-casings-&-dockings
category.sub_category,1138,272,Compact Discs,1,compact-discs
category.sub_category,1139,272,Others,1,others
category.sub_category,1140,273,Modems & Wireless Routers,1,modems-&-wireless-routers
category.sub_category,1141,273,Repeaters,1,repeaters
category.sub_category,1142,273,Wireless Adapters & Network Cards,1,wireless-adapters-&-network-cards
category.sub_category,1143,273,Powerline Adapters,1,powerline-adapters
category.sub_category,1144,273,Network Switches & PoE,1,network-switches-&-poe
category.sub_category,1145,273,Network Cables & Connectors,1,network-cables-&-connectors
category.sub_category,1146,273,KVM Switches,1,kvm-switches
category.sub_category,1147,273,Print Servers,1,print-servers
category.sub_category,1148,273,Others,1,others
category.sub_category,1149,275,Typewriters,1,typewriters
category.sub_category,1150,275,Absence Machines,1,absence-machines
category.sub_category,1151,275,Paper Shredders,1,paper-shredders
category.sub_category,1152,275,Money Counters,1,money-counters
category.sub_category,1153,275,Others,1,others
category.sub_category,1154,276,"Printers, Scanners & Photocopy Machines",1,printers-scanners-&-photocopy-machines
category.sub_category,1155,276,Thermal & Barcode Printers,1,thermal-&-barcode-printers
category.sub_category,1156,276,Inks & Toners,1,inks-&-toners
category.sub_category,1157,276,3D Printers,1,3d-printers
category.sub_category,1158,276,Others,1,others
category.sub_category,1159,277,USB Hubs & Card Readers,1,usb-hubs-&-card-readers
category.sub_category,1160,277,Webcams,1,webcams
category.sub_category,1161,277,Laptop Skins & Covers,1,laptop-skins-&-covers
category.sub_category,1162,277,Cooling Pads,1,cooling-pads
category.sub_category,1163,277,Laptop Stands & Foldable Laptop Desks,1,laptop-stands-&-foldable-laptop-desks
category.sub_category,1164,277,Keyboard & Trackpad Covers,1,keyboard-&-trackpad-covers
category.sub_category,1165,277,Laptop Batteries,1,laptop-batteries
category.sub_category,1166,277,Laptop Chargers & Adaptors,1,laptop-chargers-&-adaptors
category.sub_category,1167,277,Video Conference Devices,1,video-conference-devices
category.sub_category,1168,277,Mouse Pads,1,mouse-pads
category.sub_category,1169,277,Others,1,others
category.sub_category,1170,278,Mice,1,mice
category.sub_category,1171,278,Keyboards,1,keyboards
category.sub_category,1172,278,Drawing Tablets,1,drawing-tablets
category.sub_category,1173,278,Others,1,others
category.sub_category,1174,281,"Pay Scan & Pay Voucher

",1,pay-scan-&-pay-voucher
