"id","name","name-2","name-3","name-4"
1396,"Tickets, Vouchers & Services","Services","Delivery & Moving","Others"
1397,"Tickets, Vouchers & Services","Services","Insurance","Others"
1398,"Tickets, Vouchers & Services","Services","Air-Conditioning Servicing","Others"
1399,"Tickets, Vouchers & Services","Services","Photography & Printing","Others"
1400,"Tickets, Vouchers & Services","Services","Others","Others"
1401,"Tickets, Vouchers & Services","Services","Design","Others"
1402,"Tickets, Vouchers & Services","Beauty & Wellness","Health","Others"
1403,"Tickets, Vouchers & Services","Beauty & Wellness","Dental","Others"
1404,"Tickets, Vouchers & Services","Beauty & Wellness","Fitness","Others"
1405,"Tickets, Vouchers & Services","Beauty & Wellness","Hair","Others"
1406,"Tickets, Vouchers & Services","Beauty & Wellness","Spa & Massage","Others"
1407,"Tickets, Vouchers & Services","Beauty & Wellness","Others","Others"
1408,"Tickets, Vouchers & Services","Telco","Internet & Cable TV","Others"
1409,"Tickets, Vouchers & Services","Telco","Mobile Data","Others"
1410,"Tickets, Vouchers & Services","Telco","Mobile Top-ups & Pre-paid","Others"
1411,"Tickets, Vouchers & Services","Telco","Others","Others"
1412,"Tickets, Vouchers & Services","Travel","Accommodation","Others"
1413,"Tickets, Vouchers & Services","Travel","Hot Springs","Others"
1414,"Tickets, Vouchers & Services","Travel","Flights","Others"
1415,"Tickets, Vouchers & Services","Travel","Trains","Others"
1416,"Tickets, Vouchers & Services","Travel","Buses","Others"
1417,"Tickets, Vouchers & Services","Travel","Car Rentals","Others"
1418,"Tickets, Vouchers & Services","Travel","Tour & Packages","Others"
1419,"Tickets, Vouchers & Services","Travel","Others","Others"
1420,"Tickets, Vouchers & Services","Shopnow","Shopnow Official","Others"
1421,"Tickets, Vouchers & Services","Shopnow","Shopnow Paid Ads Credits","Others"
1422,"Tickets, Vouchers & Services","Shopnow","Others","Others"
1423,"Tickets, Vouchers & Services","Shopnow","Digital Products","Others"
1424,"Books & Magazines","Magazines & Newspaper","Business","Others"
1425,"Books & Magazines","Magazines & Newspaper","Lifestyle","Others"
1426,"Books & Magazines","Magazines & Newspaper","Teenager","Others"
1427,"Books & Magazines","Magazines & Newspaper","Others","Others"
1428,"Books & Magazines","Books","Comics & Manga","Others"
1429,"Books & Magazines","Books","Children's Books","Others"
1430,"Books & Magazines","Books","Agriculture, Forestry & Fishery","Others"
1431,"Books & Magazines","Books","Adult's Books","Others"
1432,"Books & Magazines","Books","Arts, Design & Photography","Others"
1433,"Books & Magazines","Books","Recipes & Cooking","Others"
1434,"Books & Magazines","Books","Business & Investment","Others"
1435,"Books & Magazines","Books","Politics, Law & Social Sciences","Others"
1436,"Books & Magazines","Books","Computers & Technology","Others"
1437,"Books & Magazines","Books","Health, Fitness & Dieting","Others"
1438,"Books & Magazines","Books","Travel & Tourism","Others"
1439,"Books & Magazines","Books","Language Learning & Dictionaries","Others"
1440,"Books & Magazines","Books","Hobbies","Others"
1441,"Books & Magazines","Books","LGBTQ+ Literature","Others"
1442,"Books & Magazines","Books","Light Novels","Others"
1443,"Books & Magazines","Books","Classic Literature","Others"
1444,"Books & Magazines","Books","Fantasy","Others"
1445,"Books & Magazines","Books","Action, Crime & Thrillers","Others"
1446,"Books & Magazines","Books","Romance","Others"
1447,"Books & Magazines","Books","Biography & Memoirs","Others"
1448,"Books & Magazines","Books","Science & Maths","Others"
1449,"Books & Magazines","Books","Medical","Others"
1450,"Books & Magazines","Books","Parenting & Family","Others"
1451,"Books & Magazines","Books","Psychology & Relationships","Others"
1452,"Books & Magazines","Books","Religion & Philosophy","Others"
1453,"Books & Magazines","Books","History & Cultures","Others"
1454,"Books & Magazines","Books","Careers, Self Help & Personal Development","Others"
1455,"Books & Magazines","Books","Horoscopes","Others"
1456,"Books & Magazines","Books","Education & School","Others"
1457,"Books & Magazines","Books","Sticker & Colouring Books","Others"
1458,"Books & Magazines","Books","Music","Others"
1459,"Books & Magazines","Books","Baby & Soft Books","Others"
1460,"Books & Magazines","Books","Audio Books","Others"
1461,"Books & Magazines","Books","Others","Others"
1462,"Computers & Accessories","Desktop Computers","Desktop PC","Others"
1463,"Computers & Accessories","Desktop Computers","Mini PC","Others"
1464,"Computers & Accessories","Desktop Computers","Server PC","Others"
1465,"Computers & Accessories","Desktop Computers","All-in-One Desktops","Others"
1466,"Computers & Accessories","Desktop Computers","Others","Others"
1467,"Computers & Accessories","Desktop & Laptop Components","Fans & Heatsinks","Others"
1468,"Computers & Accessories","Desktop & Laptop Components","Processors","Others"
1469,"Computers & Accessories","Desktop & Laptop Components","Motherboards","Others"
1470,"Computers & Accessories","Desktop & Laptop Components","Graphics Cards","Others"
1471,"Computers & Accessories","Desktop & Laptop Components","Thermal Paste","Others"
1472,"Computers & Accessories","Desktop & Laptop Components","Power Supply Units","Others"
1473,"Computers & Accessories","Desktop & Laptop Components","RAM","Others"
1474,"Computers & Accessories","Desktop & Laptop Components","UPS & Stabilizers","Others"
1475,"Computers & Accessories","Desktop & Laptop Components","PC Cases","Others"
1476,"Computers & Accessories","Desktop & Laptop Components","Optical Drives","Others"
1477,"Computers & Accessories","Desktop & Laptop Components","Sound Cards","Others"
1478,"Computers & Accessories","Desktop & Laptop Components","Others","Others"
1479,"Computers & Accessories","Data Storage","Hard Drives","Others"
1480,"Computers & Accessories","Data Storage","SSD","Others"
1481,"Computers & Accessories","Data Storage","Network Attached Storage (NAS)","Others"
1482,"Computers & Accessories","Data Storage","Flash Drives & OTG","Others"
1483,"Computers & Accessories","Data Storage","Hard Disk Casings & Dockings","Others"
1484,"Computers & Accessories","Data Storage","Compact Discs","Others"
1485,"Computers & Accessories","Data Storage","Others","Others"
1486,"Computers & Accessories","Network Components","Modems & Wireless Routers","Others"
1487,"Computers & Accessories","Network Components","Repeaters","Others"
1488,"Computers & Accessories","Network Components","Wireless Adapters & Network Cards","Others"
1489,"Computers & Accessories","Network Components","Powerline Adapters","Others"
1490,"Computers & Accessories","Network Components","Network Switches & PoE","Others"
1491,"Computers & Accessories","Network Components","Network Cables & Connectors","Others"
1492,"Computers & Accessories","Network Components","KVM Switches","Others"
1493,"Computers & Accessories","Network Components","Print Servers","Others"
1494,"Computers & Accessories","Network Components","Others","Others"
1495,"Computers & Accessories","Office Equipment","Typewriters","Others"
1496,"Computers & Accessories","Office Equipment","Absence Machines","Others"
1497,"Computers & Accessories","Office Equipment","Paper Shredders","Others"
1498,"Computers & Accessories","Office Equipment","Money Counters","Others"
1499,"Computers & Accessories","Office Equipment","Others","Others"
1500,"Computers & Accessories","Printers & Scanners","Printers, Scanners & Photocopy Machines","Others"
1501,"Computers & Accessories","Printers & Scanners","Thermal & Barcode Printers","Others"
1502,"Computers & Accessories","Printers & Scanners","Inks & Toners","Others"
1503,"Computers & Accessories","Printers & Scanners","3D Printers","Others"
1504,"Computers & Accessories","Printers & Scanners","Others","Others"
1505,"Computers & Accessories","Peripherals & Accessories","USB Hubs & Card Readers","Others"
1506,"Computers & Accessories","Peripherals & Accessories","Webcams","Others"
1507,"Computers & Accessories","Peripherals & Accessories","Laptop Skins & Covers","Others"
1508,"Computers & Accessories","Peripherals & Accessories","Cooling Pads","Others"
1509,"Computers & Accessories","Peripherals & Accessories","Laptop Stands & Foldable Laptop Desks","Others"
1510,"Computers & Accessories","Peripherals & Accessories","Keyboard & Trackpad Covers","Others"
1511,"Computers & Accessories","Peripherals & Accessories","Laptop Batteries","Others"
1512,"Computers & Accessories","Peripherals & Accessories","Laptop Chargers & Adaptors","Others"
1513,"Computers & Accessories","Peripherals & Accessories","Video Conference Devices","Others"
1514,"Computers & Accessories","Peripherals & Accessories","Mouse Pads","Others"
1515,"Computers & Accessories","Peripherals & Accessories","Others","Others"
1516,"Computers & Accessories","Keyboards & Mice","Mice","Others"
1517,"Computers & Accessories","Keyboards & Mice","Keyboards","Others"
1518,"Computers & Accessories","Keyboards & Mice","Drawing Tablets","Others"
1519,"Computers & Accessories","Keyboards & Mice","Others","Others"
1520,"Deals near me","Pay Scan & Pay Voucher","Pay Scan & Pay Voucher

","Others"
1521,"Women clothes","Tops","Shirts & Blouses","Others"
1522,"Women clothes","Shorts","Others","Others"
1523,"Women clothes","Socks & Stockings","Socks","Others"
1524,"Women clothes","Socks & Stockings","Pantyhose","Others"
1525,"Women clothes","Socks & Stockings","Others","Others"
1526,"Women shoes","Sneakers","Others","Others"
1527,"Women clothes","Skirts","Others","Others"
1528,"Women clothes","Jeans","Others","Others"
1529,"Women clothes","Dresses","Others","Others"
1530,"Women clothes","Wedding Dresses","Others","Others"
1531,"Women clothes","Sweaters & Cardigans","Others","Others"
1532,"Women clothes","Costumes","Others","Others"
1533,"Women clothes","Others","Others","Others"
1534,"Men's clothes","Jeans","Others","Others"
1535,"Men's clothes","Sweaters & Cardigans","Others","Others"
1536,"Men's clothes","Shorts","Others","Others"
1537,"Men's clothes","Sleepwear","Others","Others"
1538,"Men's clothes","Sets","Others","Others"
1539,"Men's clothes","Costumes","Others","Others"
1540,"Men's clothes","Occupational Attire","Others","Others"
1541,"Men's clothes","Others","Others","Others"
1542,"Men's clothes","Socks","Others","Others"
1543,"Beauty","Perfumes & Fragrances","Others","Others"
1544,"Beauty","Beauty Sets & Packages","Others","Others"
1545,"Beauty","Others","Others","Others"
1546,"Health","Others","Others","Others"
1547,"Fashion accessories","Rings","Others","Others"
1548,"Fashion accessories","Earrings","Others","Others"
1549,"Fashion accessories","Scarves & Shawls","Others","Others"
1550,"Fashion accessories","Gloves","Others","Others"
1551,"Fashion accessories","Bracelets & Bangles","Others","Others"
1552,"Fashion accessories","Anklets","Others","Others"
1553,"Fashion accessories","Hats & Caps","Others","Others"
1554,"Fashion accessories","Necklaces","Others","Others"
1555,"Fashion accessories","Belts","Others","Others"
1556,"Fashion accessories","Neckties, Bow Ties & Cravats","Others","Others"
1557,"Fashion accessories","Accessories Sets & Packages","Others","Others"
1558,"Fashion accessories","Others","Others","Others"
1559,"Home Appliances","Batteries","Others","Others"
1560,"Home Appliances","Remote Controls","Others","Others"
1561,"Home Appliances","Others","Others","Others"
1562,"Men shoes","Sneakers","Others","Others"
1563,"Men shoes","Slip Ons & Mules","Others","Others"
1564,"Men shoes","Loafers & Boat Shoes","Others","Others"
1565,"Men shoes","Oxfords & Lace-Ups","Others","Others"
1566,"Men shoes","Others","Others","Others"
1567,"Mobile & Gadgets","Sim Cards","Others","Others"
1568,"Mobile & Gadgets","Tablets","Others","Others"
1569,"Mobile & Gadgets","Mobile Phones","Others","Others"
1570,"Mobile & Gadgets","Walkie Talkies","Others","Others"
1571,"Mobile & Gadgets","Others","Others","Others"
1572,"Muslim Fashion","Sets","Others","Others"
1573,"Muslim Fashion","Others","Others","Others"
1574,"Travel & Luggage","Luggage","Others","Others"
1575,"Travel & Luggage","Others","Others","Others"
1576,"Women Bags","Backpacks","Others","Others"
1577,"Women Bags","Clutches & Wristlets","Others","Others"
1578,"Women Bags","Waist Bags & Chest Bags","Others","Others"
1579,"Women Bags","Tote Bags","Others","Others"
1580,"Women Bags","Top-handle Bags","Others","Others"
1581,"Women Bags","Crossbody & Shoulder Bags","Others","Others"
1582,"Women Bags","Others","Others","Others"
1583,"Women shoes","Sneakers","Others","Others"
1584,"Women shoes","Heels","Others","Others"
1585,"Women shoes","Wedges","Others","Others"
1586,"Women shoes","Others","Others","Others"
1587,"Men Bags","Backpacks","Others","Others"
1588,"Men Bags","Tote Bags","Others","Others"
1589,"Men Bags","Briefcases","Others","Others"
1590,"Men Bags","Clutches","Others","Others"
1591,"Men Bags","Waist Bags & Chest Bags","Others","Others"
1592,"Men Bags","Crossbody & Shoulder Bags","Others","Others"
1593,"Men Bags","Others","Others","Others"
1594,"Watches","Women Watches","Others","Others"
1595,"Watches","Men Watches","Others","Others"
1596,"Watches","Set & Couple Watches","Others","Others"
1597,"Watches","Others","Others","Others"
1598,"Audio","Earphones, Headphones & Headsets","Others","Others"
1599,"Audio","Microphones","Others","Others"
1600,"Audio","Amplifiers & Mixers","Others","Others"
1601,"Audio","Audio & Video Cables & Converters","Others","Others"
1602,"Audio","Others","Others","Others"
1603,"Food & Beverage","Gift Set & Hampers","Others","Others"
1604,"Food & Beverage","Others","Others","Others"
1605,"Pets","Others","Others","Others"
1606,"Mom & Baby","Gift Sets & Packages","Others","Others"
1607,"Mom & Baby","Others","Others","Others"
1608,"Mom & Baby","Gift Sets & Packages","Others","Others"
1609,"Baby & kids fashion","Others","Others","Others"
1610,"Gaming & Consoles","Console Accessories","Others","Others"
1611,"Gaming & Consoles","Others","Others","Others"
1612,"Cameras & Drones","Lenses","Others","Others"
1613,"Cameras & Drones","Drones","Others","Others"
1614,"Cameras & Drones","Drone Accessories","Others","Others"
1615,"Cameras & Drones","Others","Others","Others"
1616,"Home & Living","Hand Warmers, Hot Water Bags & Ice Bags","Others","Others"
1617,"Home & Living","Fengshui & Religious Supplies","Others","Others"
1618,"Home & Living","Others","Others","Others"
1619,"Stationery","Others","Others","Others"
1620,"Hobbies & Collections","Vinyl Records","Others","Others"
1621,"Hobbies & Collections","Photo Albums","Others","Others"
1622,"Hobbies & Collections","Needlework","Others","Others"
1623,"Hobbies & Collections","Others","Others","Others"
1624,"Automobiles","Automobiles","Others","Others"
1625,"Automobiles","Automotive Keychains & Key Covers","Others","Others"
1626,"Automobiles","Others","Others","Others"
1627,"Automobiles","Automotive Services & Installation","Others","Others"
1628,"Motorcycles","Motorcycles","Others","Others"
1629,"Motorcycles","Motorcycle Helmets & Riding Gear","Others","Others"
1630,"Motorcycles","Others","Others","Others"
1631,"Tickets, Vouchers & Services","Utilities","Others","Others"
1632,"Tickets, Vouchers & Services","Transport","Others","Others"
1633,"Tickets, Vouchers & Services","Lessons & Workshops","Others","Others"
1634,"Tickets, Vouchers & Services","E-Money","Others","Others"
1635,"Tickets, Vouchers & Services","Gaming & App Stores","Others","Others"
1636,"Tickets, Vouchers & Services","Streaming","Others","Others"
1637,"Books & Magazines","E-Books","Others","Others"
1638,"Books & Magazines","Others","Others","Others"
1639,"Computers & Accessories","Monitors","Others","Others"
1640,"Computers & Accessories","Softwares","Others","Others"
1641,"Computers & Accessories","Laptops","Others","Others"
1642,"Computers & Accessories","Others","Others","Others"
1643,"Home & Living","Lighting","Others","Others"
1644,"Sports & Outdoors","Others","Others","Others"
1645,"Hobbies & Collections","CD, DVD & Bluray","Others","Others"
1646,"Tickets, Vouchers & Services","Others","Others","Others"
1647,"Beauty","Beauty Tools","Others","Others"
1648,"Beauty","Skincare","Others","Others"
1649,"Beauty","Bath & Body Care","Others","Others"
1650,"Fashion accessories","Hair Accessories","Others","Others"
1651,"Fashion accessories","Investment Precious Metals","Others","Others"
1652,"Fashion accessories","Additional Accessories","Others","Others"
1653,"Men shoes","Batteries","Others","Others"
1654,"Men shoes","Remote Controls","Others","Others"
1655,"Men shoes","Others","Others","Others"
1656,"Travel & Luggage","Travel Bags","Others","Others"
1657,"Baby & kids fashion","Baby Mittens & Footwear","Others","Others"
1658,"Deals near me","Deals","Others","Others"
1659,"Women clothes","Hoodies & sweatshirts","Others","Others"
